auc,learning_rate,use_pretrained,show_loss_figure,save_loss_figure,use_bias,saved_model_file,num_epochs,op_dims,batchsize,alpha,lof_K,w_mean,log_file
0.4796968543166255,0.00025,True,False,False,True,None,100,8;10,256,0.001,22,True,None
0.4753853213234481,0.00025,True,False,False,True,None,100,8;10,256,0.001,24,True,None
0.4468972006489771,0.00025,True,False,False,True,None,100,8;10,256,0.0001,10,True,None
0.4310622708119201,0.00025,True,False,False,True,None,100,8;10,256,0.0001,12,True,None
0.4390779813445188,0.00025,True,False,False,True,None,100,8;10,256,0.0001,15,True,None
0.4340449047177375,0.00025,True,False,False,True,None,100,8;10,256,0.0001,18,True,None
0.4411132615233985,0.00025,True,False,False,True,None,100,8;10,256,0.0001,20,True,None
0.4487462613841167,0.00025,True,False,False,True,None,100,8;10,256,0.0001,22,True,None
0.4422353249184454,0.00025,True,False,False,True,None,100,8;10,256,0.0001,24,True,None

