auc,learning_rate,use_pretrained,show_loss_figure,save_loss_figure,use_bias,saved_model_file,num_epochs,op_dims,batchsize,alpha,lof_K,w_mean,log_file
0.3112406461393137,0.00025,True,False,False,True,None,100,8;4,256,1.0,10,True,None
0.3870357967580337,0.00025,True,False,False,True,None,100,8;4,256,1.0,12,True,None
0.3885937695653892,0.00025,True,False,False,True,None,100,8;4,256,1.0,15,True,None
0.3901836084399667,0.00025,True,False,False,True,None,100,8;4,256,1.0,18,True,None
0.3880274469827922,0.00025,True,False,False,True,None,100,8;4,256,1.0,20,True,None
0.3946352096067872,0.00025,True,False,False,True,None,100,8;4,256,1.0,22,True,None
0.37754732080138176,0.00025,True,False,False,True,None,100,8;4,256,1.0,24,True,None
0.474231138621258,0.00025,True,False,False,True,None,100,8;4,256,0.1,10,True,None
0.4651086400018794,0.00025,True,False,False,True,None,100,8;4,256,0.1,12,True,None
0.460992594421855,0.00025,True,False,False,True,None,100,8;4,256,0.1,15,True,None
0.4652518055890623,0.00025,True,False,False,True,None,100,8;4,256,0.1,18,True,None
0.4589062313140127,0.00025,True,False,False,True,None,100,8;4,256,0.1,20,True,None
0.46744911165967,0.00025,True,False,False,True,None,100,8;4,256,0.1,22,True,None
0.4762364789574959,0.00025,True,False,False,True,None,100,8;4,256,0.1,24,True,None
0.5182806128976188,0.00025,True,False,False,True,None,100,8;4,256,0.01,10,True,None
0.5290190516754945,0.00025,True,False,False,True,None,100,8;4,256,0.01,12,True,None
0.5071009644019442,0.00025,True,False,False,True,None,100,8;4,256,0.01,15,True,None
0.5217416601391146,0.00025,True,False,False,True,None,100,8;4,256,0.01,18,True,None
0.5205407739548017,0.00025,True,False,False,True,None,100,8;4,256,0.01,20,True,None
0.5215440353726645,0.00025,True,False,False,True,None,100,8;4,256,0.01,22,True,None
0.5253467812188175,0.00025,True,False,False,True,None,100,8;4,256,0.01,24,True,None
0.5038771089911496,0.00025,True,False,False,True,None,100,8;4,256,0.001,10,True,None
0.4854887699572665,0.00025,True,False,False,True,None,100,8;4,256,0.001,12,True,None
0.5169815091921273,0.00025,True,False,False,True,None,100,8;4,256,0.001,15,True,None
0.5003402629464868,0.00025,True,False,False,True,None,100,8;4,256,0.001,18,True,None
0.49371183650892103,0.00025,True,False,False,True,None,100,8;4,256,0.001,20,True,None
0.5154233186430492,0.00025,True,False,False,True,None,100,8;4,256,0.001,22,True,None
0.5149271593490393,0.00025,True,False,False,True,None,100,8;4,256,0.001,24,True,None
0.5018010395814627,0.00025,True,False,False,True,None,100,8;4,256,0.0001,10,True,None
0.4766708723851286,0.00025,True,False,False,True,None,100,8;4,256,0.0001,12,True,None
0.4961495410271222,0.00025,True,False,False,True,None,100,8;4,256,0.0001,15,True,None
0.4988404502185734,0.00025,True,False,False,True,None,100,8;4,256,0.0001,18,True,None
0.5096455028220378,0.00025,True,False,False,True,None,100,8;4,256,0.0001,20,True,None
0.5053538220190243,0.00025,True,False,False,True,None,100,8;4,256,0.0001,22,True,None
0.5056625403955721,0.00025,True,False,False,True,None,100,8;4,256,0.0001,24,True,None
0.5173267773006965,0.00025,True,False,False,True,None,100,8;6,256,1.0,10,True,None
0.5088272858527878,0.00025,True,False,False,True,None,100,8;6,256,1.0,12,True,None
0.4951243915009007,0.00025,True,False,False,True,None,100,8;6,256,1.0,15,True,None
0.5175708934501199,0.00025,True,False,False,True,None,100,8;6,256,1.0,18,True,None
0.5086282911558286,0.00025,True,False,False,True,None,100,8;6,256,1.0,20,True,None
0.5230648211132689,0.00025,True,False,False,True,None,100,8;6,256,1.0,22,True,None
0.5052773503157205,0.00025,True,False,False,True,None,100,8;6,256,1.0,24,True,None
0.5737750803226254,0.00025,True,False,False,True,None,100,8;6,256,0.1,10,True,None
0.5617311380100642,0.00025,True,False,False,True,None,100,8;6,256,0.1,12,True,None
0.5818913518186788,0.00025,True,False,False,True,None,100,8;6,256,0.1,15,True,None
0.5426444316852223,0.00025,True,False,False,True,None,100,8;6,256,0.1,18,True,None
0.590911794804146,0.00025,True,False,False,True,None,100,8;6,256,0.1,20,True,None
0.547866516019168,0.00025,True,False,False,True,None,100,8;6,256,0.1,22,True,None
0.5633923095038493,0.00025,True,False,False,True,None,100,8;6,256,0.1,24,True,None
0.5853067098328655,0.00025,True,False,False,True,None,100,8;6,256,0.01,10,True,None
0.5905737308501372,0.00025,True,False,False,True,None,100,8;6,256,0.01,12,True,None
0.5815397018512257,0.00025,True,False,False,True,None,100,8;6,256,0.01,15,True,None
0.57909973886946,0.00025,True,False,False,True,None,100,8;6,256,0.01,18,True,None
0.6016604283612864,0.00025,True,False,False,True,None,100,8;6,256,0.01,20,True,None
0.5411042792122205,0.00025,True,False,False,True,None,100,8;6,256,0.01,22,True,None
0.5766825965518396,0.00025,True,False,False,True,None,100,8;6,256,0.01,24,True,None
0.5421894961881053,0.00025,True,False,False,True,None,100,8;6,256,0.001,10,True,None
0.5583116426481294,0.00025,True,False,False,True,None,100,8;6,256,0.001,12,True,None
0.5264087129354166,0.00025,True,False,False,True,None,100,8;6,256,0.001,15,True,None
0.5251277555867108,0.00025,True,False,False,True,None,100,8;6,256,0.001,18,True,None
0.5329306228832154,0.00025,True,False,False,True,None,100,8;6,256,0.001,20,True,None
0.5647196105651446,0.00025,True,False,False,True,None,100,8;6,256,0.001,22,True,None
0.561226675393959,0.00025,True,False,False,True,None,100,8;6,256,0.001,24,True,None
0.543289982496199,0.00025,True,False,False,True,None,100,8;6,256,0.0001,10,True,None
0.5453821646212534,0.00025,True,False,False,True,None,100,8;6,256,0.0001,12,True,None
0.5422863293647994,0.00025,True,False,False,True,None,100,8;6,256,0.0001,15,True,None
0.5848896871035348,0.00025,True,False,False,True,None,100,8;6,256,0.0001,18,True,None
0.5270300648681076,0.00025,True,False,False,True,None,100,8;6,256,0.0001,20,True,None
0.5368171128881876,0.00025,True,False,False,True,None,100,8;6,256,0.0001,22,True,None
0.5808164077850915,0.00025,True,False,False,True,None,100,8;6,256,0.0001,24,True,None
0.5321572115434101,0.00025,True,False,False,True,None,100,8;8,256,1.0,10,True,None
0.5604104073782267,0.00025,True,False,False,True,None,100,8;8,256,1.0,12,True,None
0.5651631885414985,0.00025,True,False,False,True,None,100,8;8,256,1.0,15,True,None
0.5730276226184864,0.00025,True,False,False,True,None,100,8;8,256,1.0,18,True,None
0.5616188601083512,0.00025,True,False,False,True,None,100,8;8,256,1.0,20,True,None
0.5671282348897791,0.00025,True,False,False,True,None,100,8;8,256,1.0,22,True,None
0.5622180463115319,0.00025,True,False,False,True,None,100,8;8,256,1.0,24,True,None
0.5718929703237524,0.00025,True,False,False,True,None,100,8;8,256,0.1,10,True,None
0.5697411814772569,0.00025,True,False,False,True,None,100,8;8,256,0.1,12,True,None
0.5780788347601261,0.00025,True,False,False,True,None,100,8;8,256,0.1,15,True,None
0.581282171792095,0.00025,True,False,False,True,None,100,8;8,256,0.1,18,True,None
0.5941708009135904,0.00025,True,False,False,True,None,100,8;8,256,0.1,20,True,None
0.5788453706287819,0.00025,True,False,False,True,None,100,8;8,256,0.1,22,True,None
0.5882714378625657,0.00025,True,False,False,True,None,100,8;8,256,0.1,24,True,None
0.5737173892678105,0.00025,True,False,False,True,None,100,8;8,256,0.01,10,True,None
0.5889283150376414,0.00025,True,False,False,True,None,100,8;8,256,0.01,12,True,None
0.5815586781822526,0.00025,True,False,False,True,None,100,8;8,256,0.01,15,True,None
0.5725837392976048,0.00025,True,False,False,True,None,100,8;8,256,0.01,18,True,None
0.5524252605724004,0.00025,True,False,False,True,None,100,8;8,256,0.01,20,True,None
0.5949682515341999,0.00025,True,False,False,True,None,100,8;8,256,0.01,22,True,None
0.5852048577422265,0.00025,True,False,False,True,None,100,8;8,256,0.01,24,True,None
0.4990511104501421,0.00025,True,False,False,True,None,100,8;8,256,0.001,10,True,None
0.4761220498325322,0.00025,True,False,False,True,None,100,8;8,256,0.001,12,True,None
0.4624987634927493,0.00025,True,False,False,True,None,100,8;8,256,0.001,15,True,None
0.4663551893418675,0.00025,True,False,False,True,None,100,8;8,256,0.001,18,True,None
0.475887878221871,0.00025,True,False,False,True,None,100,8;8,256,0.001,20,True,None
0.4694545440219823,0.00025,True,False,False,True,None,100,8;8,256,0.001,22,True,None
0.4798923761159579,0.00025,True,False,False,True,None,100,8;8,256,0.001,24,True,None
0.4621115522348189,0.00025,True,False,False,True,None,100,8;8,256,0.0001,10,True,None
0.4515666939365404,0.00025,True,False,False,True,None,100,8;8,256,0.0001,12,True,None
0.4597130374553692,0.00025,True,False,False,True,None,100,8;8,256,0.0001,15,True,None
0.44901063866275537,0.00025,True,False,False,True,None,100,8;8,256,0.0001,18,True,None
0.450153081959007,0.00025,True,False,False,True,None,100,8;8,256,0.0001,20,True,None
0.477862224507928,0.00025,True,False,False,True,None,100,8;8,256,0.0001,22,True,None
0.4551276647242029,0.00025,True,False,False,True,None,100,8;8,256,0.0001,24,True,None
0.6902967396996036,0.00025,True,False,False,True,None,100,8;10,256,1.0,10,True,None
0.6804544214876018,0.00025,True,False,False,True,None,100,8;10,256,1.0,12,True,None
0.6812146547436202,0.00025,True,False,False,True,None,100,8;10,256,1.0,15,True,None
0.6915039907624503,0.00025,True,False,False,True,None,100,8;10,256,1.0,18,True,None
0.6976833169009381,0.00025,True,False,False,True,None,100,8;10,256,1.0,20,True,None
0.6818059810426577,0.00025,True,False,False,True,None,100,8;10,256,1.0,22,True,None
0.6602072795602711,0.00025,True,False,False,True,None,100,8;10,256,1.0,24,True,None
0.6791350227703828,0.00025,True,False,False,True,None,100,8;10,256,0.1,10,True,None
0.6481687982626098,0.00025,True,False,False,True,None,100,8;10,256,0.1,12,True,None
0.6695707411550371,0.00025,True,False,False,True,None,100,8;10,256,0.1,15,True,None
0.6618716934963764,0.00025,True,False,False,True,None,100,8;10,256,0.1,18,True,None
0.6709126418693069,0.00025,True,False,False,True,None,100,8;10,256,0.1,20,True,None
0.6799511261181219,0.00025,True,False,False,True,None,100,8;10,256,0.1,22,True,None
0.6605405076844353,0.00025,True,False,False,True,None,100,8;10,256,0.1,24,True,None
0.540346695721667,0.00025,True,False,False,True,None,100,8;10,256,0.01,10,True,None
0.5221649614804446,0.00025,True,False,False,True,None,100,8;10,256,0.01,12,True,None
0.5453276094114807,0.00025,True,False,False,True,None,100,8;10,256,0.01,15,True,None
0.5360031518994074,0.00025,True,False,False,True,None,100,8;10,256,0.01,18,True,None
0.544202156083876,0.00025,True,False,False,True,None,100,8;10,256,0.01,20,True,None
0.5218926678606116,0.00025,True,False,False,True,None,100,8;10,256,0.01,22,True,None
0.5491992818220471,0.00025,True,False,False,True,None,100,8;10,256,0.01,24,True,None
0.4510392560490459,0.00025,True,False,False,True,None,100,8;10,256,0.001,10,True,None
0.4687297804772274,0.00025,True,False,False,True,None,100,8;10,256,0.001,12,True,None
0.4893881919567134,0.00025,True,False,False,True,None,100,8;10,256,0.001,15,True,None
0.5099474823780268,0.00025,True,False,False,True,None,100,8;10,256,0.001,18,True,None
0.4900959101153357,0.00025,True,False,False,True,None,100,8;10,256,0.001,20,True,None
